v_init,throttle,steer,pitch,roll,a_measured,omega_z_measured
-1.0000,-1.0000,1.0000,30.0000,20.0000,3.144139,-0.288412
-1.0000,-1.0000,1.0000,30.0000,30.0000,3.858575,-0.396557
-1.0000,-1.0000,1.0000,35.0000,-30.0000,-1.976397,-0.730827
-1.0000,-1.0000,1.0000,35.0000,-20.0000,0.288306,-0.566150
-1.0000,-1.0000,1.0000,35.0000,-10.0000,2.283561,-0.391511
-1.0000,-1.0000,1.0000,35.0000,0.0000,3.073514,-0.273109
-1.0000,-1.0000,1.0000,35.0000,10.0000,3.331527,-0.242643
-1.0000,-1.0000,1.0000,35.0000,20.0000,3.695053,-0.281719
-1.0000,-1.0000,1.0000,35.0000,30.0000,4.314035,-0.369594
-1.0000,-0.5000,-1.0000,-35.0000,-30.0000,2.282179,0.650632
-1.0000,-0.5000,-1.0000,-35.0000,-20.0000,0.484376,0.564728
-1.0000,-0.5000,-1.0000,-35.0000,-10.0000,-1.354892,0.436922
-1.0000,-0.5000,-1.0000,-35.0000,0.0000,-2.398482,0.320818
-1.0000,-0.5000,-1.0000,-35.0000,10.0000,-2.765883,0.271995
-1.0000,-0.5000,-1.0000,-35.0000,20.0000,-3.177344,0.287848
-1.0000,-0.5000,-1.0000,-35.0000,30.0000,-3.819389,0.347472
-1.0000,-0.5000,-1.0000,-30.0000,-30.0000,2.910499,0.722417
-1.0000,-0.5000,-1.0000,-30.0000,-20.0000,0.969303,0.603800
-1.0000,-0.5000,-1.0000,-30.0000,-10.0000,-0.883461,0.434055
-1.0000,-0.5000,-1.0000,-30.0000,0.0000,-1.835603,0.294446
-1.0000,-0.5000,-1.0000,-30.0000,10.0000,-2.107830,0.252574
-1.0000,-0.5000,-1.0000,-30.0000,20.0000,-2.542862,0.283147
-1.0000,-0.5000,-1.0000,-30.0000,30.0000,-3.289876,0.362919
-1.0000,-0.5000,-1.0000,-20.0000,-30.0000,3.607637,0.897647
-1.0000,-0.5000,-1.0000,-20.0000,-20.0000,1.769470,0.736537
-1.0000,-0.5000,-1.0000,-20.0000,-10.0000,-0.036054,0.449915
-1.0000,-0.5000,-1.0000,-20.0000,0.0000,-0.816245,0.271654
-1.0000,-0.5000,-1.0000,-20.0000,10.0000,-1.020836,0.245168
-1.0000,-0.5000,-1.0000,-20.0000,20.0000,-1.470590,0.301668
-1.0000,-0.5000,-1.0000,-20.0000,30.0000,-2.390619,0.416801
-1.0000,-0.5000,-1.0000,-10.0000,-30.0000,3.258981,0.943818
-1.0000,-0.5000,-1.0000,-10.0000,-20.0000,1.856278,0.734597
-1.0000,-0.5000,-1.0000,-10.0000,-10.0000,0.188572,0.438639
-1.0000,-0.5000,-1.0000,-10.0000,0.0000,-0.325981,0.291142
-1.0000,-0.5000,-1.0000,-10.0000,10.0000,-0.613741,0.306157
-1.0000,-0.5000,-1.0000,-10.0000,20.0000,-1.044041,0.408826
-1.0000,-0.5000,-1.0000,-10.0000,30.0000,-1.882715,0.524396
-1.0000,-0.5000,-1.0000,0.0000,-30.0000,2.895416,0.870088
-1.0000,-0.5000,-1.0000,0.0000,-20.0000,1.815354,0.723467
-1.0000,-0.5000,-1.0000,0.0000,-10.0000,0.556852,0.560897
-1.0000,-0.5000,-1.0000,0.0000,0.0000,-0.146622,0.410996
-1.0000,-0.5000,-1.0000,0.0000,10.0000,-0.440559,0.417485
-1.0000,-0.5000,-1.0000,0.0000,20.0000,-0.908605,0.559506
-1.0000,-0.5000,-1.0000,0.0000,30.0000,-1.795147,0.669605
-1.0000,-0.5000,-1.0000,10.0000,-30.0000,2.763659,0.627136
-1.0000,-0.5000,-1.0000,10.0000,-20.0000,1.908537,0.467129
-1.0000,-0.5000,-1.0000,10.0000,-10.0000,1.479407,0.279688
-1.0000,-0.5000,-1.0000,10.0000,0.0000,1.313714,0.213661
-1.0000,-0.5000,-1.0000,10.0000,10.0000,0.892872,0.375850
-1.0000,-0.5000,-1.0000,10.0000,20.0000,-0.659705,0.661338
-1.0000,-0.5000,-1.0000,10.0000,30.0000,-2.164351,0.880123
-1.0000,-0.5000,-1.0000,20.0000,-30.0000,3.129735,0.480929
-1.0000,-0.5000,-1.0000,20.0000,-20.0000,2.279975,0.338010
-1.0000,-0.5000,-1.0000,20.0000,-10.0000,1.901973,0.239543
-1.0000,-0.5000,-1.0000,20.0000,0.0000,1.724229,0.238783
-1.0000,-0.5000,-1.0000,20.0000,10.0000,1.100199,0.396082
-1.0000,-0.5000,-1.0000,20.0000,20.0000,-0.694246,0.709197
-1.0000,-0.5000,-1.0000,20.0000,30.0000,-2.659221,0.949800
-1.0000,-0.5000,-1.0000,30.0000,-30.0000,3.858536,0.396448
-1.0000,-0.5000,-1.0000,30.0000,-20.0000,3.145214,0.288365
-1.0000,-0.5000,-1.0000,30.0000,-10.0000,2.733688,0.230845
-1.0000,-0.5000,-1.0000,30.0000,0.0000,2.529217,0.253743
-1.0000,-0.5000,-1.0000,30.0000,10.0000,1.810515,0.388811
-1.0000,-0.5000,-1.0000,30.0000,20.0000,-0.152221,0.611731
-1.0000,-0.5000,-1.0000,30.0000,30.0000,-2.588225,0.828610
-1.0000,-0.5000,-1.0000,35.0000,-30.0000,4.314329,0.369530
-1.0000,-0.5000,-1.0000,35.0000,-20.0000,3.695407,0.281574
-1.0000,-0.5000,-1.0000,35.0000,-10.0000,3.332644,0.242463
-1.0000,-0.5000,-1.0000,35.0000,0.0000,3.075016,0.272903
-1.0000,-0.5000,-1.0000,35.0000,10.0000,2.286766,0.391141
-1.0000,-0.5000,-1.0000,35.0000,20.0000,0.290155,0.566190
-1.0000,-0.5000,-1.0000,35.0000,30.0000,-1.975931,0.730976
-1.0000,-0.5000,-0.5000,-35.0000,-30.0000,2.736867,0.699516
-1.0000,-0.5000,-0.5000,-35.0000,-20.0000,1.250214,0.645072
-1.0000,-0.5000,-0.5000,-35.0000,-10.0000,-1.261813,0.441358
-1.0000,-0.5000,-0.5000,-35.0000,0.0000,-2.798219,0.262183
-1.0000,-0.5000,-0.5000,-35.0000,10.0000,-3.254582,0.211390
-1.0000,-0.5000,-0.5000,-35.0000,20.0000,-3.598641,0.230177
-1.0000,-0.5000,-0.5000,-35.0000,30.0000,-4.052567,0.309851
-1.0000,-0.5000,-0.5000,-30.0000,-30.0000,3.583913,0.815487
-1.0000,-0.5000,-0.5000,-30.0000,-20.0000,1.573734,0.674349
-1.0000,-0.5000,-0.5000,-30.0000,-10.0000,-1.118335,0.398200
-1.0000,-0.5000,-0.5000,-30.0000,0.0000,-2.377019,0.216289
-1.0000,-0.5000,-0.5000,-30.0000,10.0000,-2.735401,0.184436
-1.0000,-0.5000,-0.5000,-30.0000,20.0000,-3.085092,0.214813
-1.0000,-0.5000,-0.5000,-30.0000,30.0000,-3.615559,0.306221
-1.0000,-0.5000,-0.5000,-20.0000,-30.0000,3.919006,0.982471
-1.0000,-0.5000,-0.5000,-20.0000,-20.0000,1.791311,0.735297
-1.0000,-0.5000,-0.5000,-20.0000,-10.0000,-0.546086,0.328507
-1.0000,-0.5000,-0.5000,-20.0000,0.0000,-1.364011,0.162414
-1.0000,-0.5000,-0.5000,-20.0000,10.0000,-1.614092,0.152686
-1.0000,-0.5000,-0.5000,-20.0000,20.0000,-2.017752,0.208120
-1.0000,-0.5000,-0.5000,-20.0000,30.0000,-2.739990,0.333970
-1.0000,-0.5000,-0.5000,-10.0000,-30.0000,3.343364,0.975903
-1.0000,-0.5000,-0.5000,-10.0000,-20.0000,1.786108,0.716969
-1.0000,-0.5000,-0.5000,-10.0000,-10.0000,-0.130400,0.332931
-1.0000,-0.5000,-0.5000,-10.0000,0.0000,-0.678075,0.162749
-1.0000,-0.5000,-0.5000,-10.0000,10.0000,-0.895919,0.170065
-1.0000,-0.5000,-0.5000,-10.0000,20.0000,-1.220473,0.266667
-1.0000,-0.5000,-0.5000,-10.0000,30.0000,-2.123676,0.427181
-1.0000,-0.5000,-0.5000,0.0000,-30.0000,2.919817,0.877695
-1.0000,-0.5000,-0.5000,0.0000,-20.0000,1.839455,0.721608
-1.0000,-0.5000,-0.5000,0.0000,-10.0000,0.306736,0.452094
-1.0000,-0.5000,-0.5000,0.0000,0.0000,-0.325871,0.231915
-1.0000,-0.5000,-0.5000,0.0000,10.0000,-0.510231,0.272867
-1.0000,-0.5000,-0.5000,0.0000,20.0000,-0.998390,0.434749
-1.0000,-0.5000,-0.5000,0.0000,30.0000,-1.900463,0.589363
-1.0000,-0.5000,-0.5000,10.0000,-30.0000,2.796630,0.629000
-1.0000,-0.5000,-0.5000,10.0000,-20.0000,1.942061,0.482768
-1.0000,-0.5000,-0.5000,10.0000,-10.0000,1.413258,0.258228
-1.0000,-0.5000,-0.5000,10.0000,0.0000,1.128342,0.119595
-1.0000,-0.5000,-0.5000,10.0000,10.0000,0.985994,0.258328
-1.0000,-0.5000,-0.5000,10.0000,20.0000,-0.520474,0.545224
-1.0000,-0.5000,-0.5000,10.0000,30.0000,-2.065257,0.794322
-1.0000,-0.5000,-0.5000,20.0000,-30.0000,3.139789,0.483770
-1.0000,-0.5000,-0.5000,20.0000,-20.0000,2.297133,0.341204
-1.0000,-0.5000,-0.5000,20.0000,-10.0000,1.913743,0.222110
-1.0000,-0.5000,-0.5000,20.0000,0.0000,1.758754,0.195698
-1.0000,-0.5000,-0.5000,20.0000,10.0000,1.350193,0.327053
-1.0000,-0.5000,-0.5000,20.0000,20.0000,-0.425170,0.651486
-1.0000,-0.5000,-0.5000,20.0000,30.0000,-2.499072,0.927197
-1.0000,-0.5000,-0.5000,30.0000,-30.0000,3.871083,0.402820
-1.0000,-0.5000,-0.5000,30.0000,-20.0000,3.150336,0.289080
-1.0000,-0.5000,-0.5000,30.0000,-10.0000,2.701137,0.219491
-1.0000,-0.5000,-0.5000,30.0000,0.0000,2.551632,0.226799
-1.0000,-0.5000,-0.5000,30.0000,10.0000,1.997799,0.347726
-1.0000,-0.5000,-0.5000,30.0000,20.0000,0.093301,0.580212
-1.0000,-0.5000,-0.5000,30.0000,30.0000,-2.431485,0.820655
-1.0000,-0.5000,-0.5000,35.0000,-30.0000,4.318130,0.378797
-1.0000,-0.5000,-0.5000,35.0000,-20.0000,3.681334,0.283662
-1.0000,-0.5000,-0.5000,35.0000,-10.0000,3.299208,0.232665
-1.0000,-0.5000,-0.5000,35.0000,0.0000,3.099344,0.249473
-1.0000,-0.5000,-0.5000,35.0000,10.0000,2.487895,0.356410
-1.0000,-0.5000,-0.5000,35.0000,20.0000,0.511689,0.543062
-1.0000,-0.5000,-0.5000,35.0000,30.0000,-1.908429,0.725193
-1.0000,-0.5000,0.0000,-35.0000,-30.0000,-5.216175,0.004248
-1.0000,-0.5000,0.0000,-35.0000,-20.0000,-5.222161,0.003633
-1.0000,-0.5000,0.0000,-35.0000,-10.0000,-5.223193,0.002037
-1.0000,-0.5000,0.0000,-35.0000,0.0000,-5.227104,-0.000000
-1.0000,-0.5000,0.0000,-35.0000,10.0000,-5.223198,-0.002038
-1.0000,-0.5000,0.0000,-35.0000,20.0000,-5.222161,-0.003633
-1.0000,-0.5000,0.0000,-35.0000,30.0000,-5.216172,-0.004248
-1.0000,-0.5000,0.0000,-30.0000,-30.0000,-4.627787,0.000775
-1.0000,-0.5000,0.0000,-30.0000,-20.0000,-4.618689,0.002160
-1.0000,-0.5000,0.0000,-30.0000,-10.0000,-4.617323,0.001239
-1.0000,-0.5000,0.0000,-30.0000,0.0000,-4.618697,0.000000
-1.0000,-0.5000,0.0000,-30.0000,10.0000,-4.617325,-0.001239
-1.0000,-0.5000,0.0000,-30.0000,20.0000,-4.618689,-0.002160
-1.0000,-0.5000,0.0000,-30.0000,30.0000,-4.627789,-0.000775
-1.0000,-0.5000,0.0000,-20.0000,-30.0000,-3.417307,-0.011987
-1.0000,-0.5000,0.0000,-20.0000,-20.0000,-3.350429,-0.001710
-1.0000,-0.5000,0.0000,-20.0000,-10.0000,-3.339094,-0.000251
-1.0000,-0.5000,0.0000,-20.0000,0.0000,-3.337251,-0.000000
-1.0000,-0.5000,0.0000,-20.0000,10.0000,-3.339094,0.000251
-1.0000,-0.5000,0.0000,-20.0000,20.0000,-3.350428,0.001710
-1.0000,-0.5000,0.0000,-20.0000,30.0000,-3.417306,0.011987
-1.0000,-0.5000,0.0000,-10.0000,-30.0000,-2.277822,-0.034228
-1.0000,-0.5000,0.0000,-10.0000,-20.0000,-2.115712,-0.006774
-1.0000,-0.5000,0.0000,-10.0000,-10.0000,-2.089790,-0.001725
-1.0000,-0.5000,0.0000,-10.0000,0.0000,-2.085700,-0.000000
-1.0000,-0.5000,0.0000,-10.0000,10.0000,-2.089789,0.001725
-1.0000,-0.5000,0.0000,-10.0000,20.0000,-2.115714,0.006774
-1.0000,-0.5000,0.0000,-10.0000,30.0000,-2.277823,0.034228
-1.0000,-0.5000,0.0000,0.0000,-30.0000,-1.511712,-0.075075
-1.0000,-0.5000,0.0000,0.0000,-20.0000,-1.322810,-0.018088
-1.0000,-0.5000,0.0000,0.0000,-10.0000,-1.298007,-0.004259
-1.0000,-0.5000,0.0000,0.0000,0.0000,-1.294793,-0.000000
-1.0000,-0.5000,0.0000,0.0000,10.0000,-1.298007,0.004259
-1.0000,-0.5000,0.0000,0.0000,20.0000,-1.322810,0.018088
-1.0000,-0.5000,0.0000,0.0000,30.0000,-1.511712,0.075075
-1.0000,-0.5000,0.0000,10.0000,-30.0000,-0.820192,-0.116451
-1.0000,-0.5000,0.0000,10.0000,-20.0000,-0.284109,-0.024777
-1.0000,-0.5000,0.0000,10.0000,-10.0000,-0.214068,-0.003397
-1.0000,-0.5000,0.0000,10.0000,0.0000,-0.208619,-0.000000
-1.0000,-0.5000,0.0000,10.0000,10.0000,-0.214068,0.003397
-1.0000,-0.5000,0.0000,10.0000,20.0000,-0.284110,0.024777
-1.0000,-0.5000,0.0000,10.0000,30.0000,-0.820192,0.116451
-1.0000,-0.5000,0.0000,20.0000,-30.0000,0.583428,-0.130618
-1.0000,-0.5000,0.0000,20.0000,-20.0000,1.235481,-0.016986
-1.0000,-0.5000,0.0000,20.0000,-10.0000,1.278171,-0.002468
-1.0000,-0.5000,0.0000,20.0000,0.0000,1.281442,0.000000
-1.0000,-0.5000,0.0000,20.0000,10.0000,1.278171,0.002468
-1.0000,-0.5000,0.0000,20.0000,20.0000,1.235480,0.016986
-1.0000,-0.5000,0.0000,20.0000,30.0000,0.583428,0.130618
-1.0000,-0.5000,0.0000,30.0000,-30.0000,1.961913,-0.138560
-1.0000,-0.5000,0.0000,30.0000,-20.0000,2.617705,-0.027042
-1.0000,-0.5000,0.0000,30.0000,-10.0000,2.689893,-0.006185
-1.0000,-0.5000,0.0000,30.0000,0.0000,2.696728,-0.000000
-1.0000,-0.5000,0.0000,30.0000,10.0000,2.689893,0.006185
-1.0000,-0.5000,0.0000,30.0000,20.0000,2.617708,0.027042
-1.0000,-0.5000,0.0000,30.0000,30.0000,1.961913,0.138560
-1.0000,-0.5000,0.0000,35.0000,-30.0000,2.604243,-0.140944
-1.0000,-0.5000,0.0000,35.0000,-20.0000,3.251981,-0.032473
-1.0000,-0.5000,0.0000,35.0000,-10.0000,3.335228,-0.008256
-1.0000,-0.5000,0.0000,35.0000,0.0000,3.345704,-0.000000
-1.0000,-0.5000,0.0000,35.0000,10.0000,3.335227,0.008256
-1.0000,-0.5000,0.0000,35.0000,20.0000,3.251981,0.032473
-1.0000,-0.5000,0.0000,35.0000,30.0000,2.604244,0.140944
-1.0000,-0.5000,0.5000,-35.0000,-30.0000,-4.052572,-0.309851
-1.0000,-0.5000,0.5000,-35.0000,-20.0000,-3.598642,-0.230177
-1.0000,-0.5000,0.5000,-35.0000,-10.0000,-3.254590,-0.211391
-1.0000,-0.5000,0.5000,-35.0000,0.0000,-2.798219,-0.262183
-1.0000,-0.5000,0.5000,-35.0000,10.0000,-1.261820,-0.441358
-1.0000,-0.5000,0.5000,-35.0000,20.0000,1.250207,-0.645072
-1.0000,-0.5000,0.5000,-35.0000,30.0000,2.736868,-0.699517
-1.0000,-0.5000,0.5000,-30.0000,-30.0000,-3.615558,-0.306221
-1.0000,-0.5000,0.5000,-30.0000,-20.0000,-3.085088,-0.214813
-1.0000,-0.5000,0.5000,-30.0000,-10.0000,-2.735388,-0.184431
-1.0000,-0.5000,0.5000,-30.0000,0.0000,-2.377018,-0.216288
-1.0000,-0.5000,0.5000,-30.0000,10.0000,-1.118337,-0.398200
-1.0000,-0.5000,0.5000,-30.0000,20.0000,1.573745,-0.674351
-1.0000,-0.5000,0.5000,-30.0000,30.0000,3.583920,-0.815488
-1.0000,-0.5000,0.5000,-20.0000,-30.0000,-2.738172,-0.333438
-1.0000,-0.5000,0.5000,-20.0000,-20.0000,-2.017437,-0.207968
-1.0000,-0.5000,0.5000,-20.0000,-10.0000,-1.614137,-0.152963
-1.0000,-0.5000,0.5000,-20.0000,0.0000,-1.364010,-0.162414
-1.0000,-0.5000,0.5000,-20.0000,10.0000,-0.546087,-0.328506
-1.0000,-0.5000,0.5000,-20.0000,20.0000,1.791319,-0.735299
-1.0000,-0.5000,0.5000,-20.0000,30.0000,3.919005,-0.982472
-1.0000,-0.5000,0.5000,-10.0000,-30.0000,-2.128397,-0.427134
-1.0000,-0.5000,0.5000,-10.0000,-20.0000,-1.223291,-0.265684
-1.0000,-0.5000,0.5000,-10.0000,-10.0000,-0.936083,-0.171306
-1.0000,-0.5000,0.5000,-10.0000,0.0000,-0.678094,-0.162744
-1.0000,-0.5000,0.5000,-10.0000,10.0000,-0.109533,-0.332487
-1.0000,-0.5000,0.5000,-10.0000,20.0000,1.779359,-0.715840
-1.0000,-0.5000,0.5000,-10.0000,30.0000,3.343325,-0.975901
-1.0000,-0.5000,0.5000,0.0000,-30.0000,-1.887892,-0.588871
-1.0000,-0.5000,0.5000,0.0000,-20.0000,-0.998391,-0.434738
-1.0000,-0.5000,0.5000,0.0000,-10.0000,-0.510240,-0.272868
-1.0000,-0.5000,0.5000,0.0000,0.0000,-0.288676,-0.231167
-1.0000,-0.5000,0.5000,0.0000,10.0000,0.306736,-0.452094
-1.0000,-0.5000,0.5000,0.0000,20.0000,1.835266,-0.721250
-1.0000,-0.5000,0.5000,0.0000,30.0000,2.919819,-0.877694
-1.0000,-0.5000,0.5000,10.0000,-30.0000,-2.065265,-0.794323
-1.0000,-0.5000,0.5000,10.0000,-20.0000,-0.520491,-0.545224
-1.0000,-0.5000,0.5000,10.0000,-10.0000,0.985995,-0.258328
-1.0000,-0.5000,0.5000,10.0000,0.0000,1.128307,-0.119597
-1.0000,-0.5000,0.5000,10.0000,10.0000,1.395527,-0.258086
-1.0000,-0.5000,0.5000,10.0000,20.0000,1.936249,-0.482437
-1.0000,-0.5000,0.5000,10.0000,30.0000,2.796628,-0.628999
-1.0000,-0.5000,0.5000,20.0000,-30.0000,-2.499051,-0.927190
-1.0000,-0.5000,0.5000,20.0000,-20.0000,-0.425150,-0.651482
-1.0000,-0.5000,0.5000,20.0000,-10.0000,1.350194,-0.327053
-1.0000,-0.5000,0.5000,20.0000,0.0000,1.758754,-0.195698
-1.0000,-0.5000,0.5000,20.0000,10.0000,1.913716,-0.222105
-1.0000,-0.5000,0.5000,20.0000,20.0000,2.297135,-0.341204
-1.0000,-0.5000,0.5000,20.0000,30.0000,3.139791,-0.483771
-1.0000,-0.5000,0.5000,30.0000,-30.0000,-2.431499,-0.820657
-1.0000,-0.5000,0.5000,30.0000,-20.0000,0.093300,-0.580212
-1.0000,-0.5000,0.5000,30.0000,-10.0000,1.997799,-0.347726
-1.0000,-0.5000,0.5000,30.0000,0.0000,2.551631,-0.226799
-1.0000,-0.5000,0.5000,30.0000,10.0000,2.701136,-0.219491
-1.0000,-0.5000,0.5000,30.0000,20.0000,3.150331,-0.289080
-1.0000,-0.5000,0.5000,30.0000,30.0000,3.871084,-0.402819
-1.0000,-0.5000,0.5000,35.0000,-30.0000,-1.908429,-0.725194
-1.0000,-0.5000,0.5000,35.0000,-20.0000,0.511689,-0.543062
-1.0000,-0.5000,0.5000,35.0000,-10.0000,2.490100,-0.355479
-1.0000,-0.5000,0.5000,35.0000,0.0000,3.099340,-0.249473
-1.0000,-0.5000,0.5000,35.0000,10.0000,3.299201,-0.232665
-1.0000,-0.5000,0.5000,35.0000,20.0000,3.681338,-0.283662
-1.0000,-0.5000,0.5000,35.0000,30.0000,4.318135,-0.378797
-1.0000,-0.5000,1.0000,-35.0000,-30.0000,-3.819391,-0.347472
-1.0000,-0.5000,1.0000,-35.0000,-20.0000,-3.177344,-0.287848
-1.0000,-0.5000,1.0000,-35.0000,-10.0000,-2.765886,-0.271996
-1.0000,-0.5000,1.0000,-35.0000,0.0000,-2.398482,-0.320818
-1.0000,-0.5000,1.0000,-35.0000,10.0000,-1.354896,-0.436921
-1.0000,-0.5000,1.0000,-35.0000,20.0000,0.484376,-0.564728
-1.0000,-0.5000,1.0000,-35.0000,30.0000,2.282181,-0.650633
-1.0000,-0.5000,1.0000,-30.0000,-30.0000,-3.289875,-0.362919
-1.0000,-0.5000,1.0000,-30.0000,-20.0000,-2.542849,-0.283146
-1.0000,-0.5000,1.0000,-30.0000,-10.0000,-2.107826,-0.252574
-1.0000,-0.5000,1.0000,-30.0000,0.0000,-1.835602,-0.294446
-1.0000,-0.5000,1.0000,-30.0000,10.0000,-0.883458,-0.434055
-1.0000,-0.5000,1.0000,-30.0000,20.0000,0.969303,-0.603800
-1.0000,-0.5000,1.0000,-30.0000,30.0000,2.910507,-0.722418
-1.0000,-0.5000,1.0000,-20.0000,-30.0000,-2.390615,-0.416801
-1.0000,-0.5000,1.0000,-20.0000,-20.0000,-1.470590,-0.301668
-1.0000,-0.5000,1.0000,-20.0000,-10.0000,-1.020834,-0.245167
-1.0000,-0.5000,1.0000,-20.0000,0.0000,-0.816248,-0.271656
-1.0000,-0.5000,1.0000,-20.0000,10.0000,-0.036054,-0.449915
-1.0000,-0.5000,1.0000,-20.0000,20.0000,1.769470,-0.736537
-1.0000,-0.5000,1.0000,-20.0000,30.0000,3.607637,-0.897647
-1.0000,-0.5000,1.0000,-10.0000,-30.0000,-1.882607,-0.524395
-1.0000,-0.5000,1.0000,-10.0000,-20.0000,-1.044130,-0.408880
-1.0000,-0.5000,1.0000,-10.0000,-10.0000,-0.613744,-0.306159
-1.0000,-0.5000,1.0000,-10.0000,0.0000,-0.325983,-0.291146
-1.0000,-0.5000,1.0000,-10.0000,10.0000,0.188610,-0.438661
-1.0000,-0.5000,1.0000,-10.0000,20.0000,1.856319,-0.734592
-1.0000,-0.5000,1.0000,-10.0000,30.0000,3.258966,-0.943816
-1.0000,-0.5000,1.0000,0.0000,-30.0000,-1.795167,-0.669607
-1.0000,-0.5000,1.0000,0.0000,-20.0000,-0.908555,-0.559498
-1.0000,-0.5000,1.0000,0.0000,-10.0000,-0.428937,-0.417563
-1.0000,-0.5000,1.0000,0.0000,0.0000,-0.146385,-0.410941
-1.0000,-0.5000,1.0000,0.0000,10.0000,0.556852,-0.560897
-1.0000,-0.5000,1.0000,0.0000,20.0000,1.815379,-0.723469
-1.0000,-0.5000,1.0000,0.0000,30.0000,2.895416,-0.870088
-1.0000,-0.5000,1.0000,10.0000,-30.0000,-2.164353,-0.880124
-1.0000,-0.5000,1.0000,10.0000,-20.0000,-0.659720,-0.661337
-1.0000,-0.5000,1.0000,10.0000,-10.0000,0.892812,-0.375844
-1.0000,-0.5000,1.0000,10.0000,0.0000,1.313885,-0.213722
-1.0000,-0.5000,1.0000,10.0000,10.0000,1.479430,-0.279692
-1.0000,-0.5000,1.0000,10.0000,20.0000,1.908552,-0.467132
-1.0000,-0.5000,1.0000,10.0000,30.0000,2.763660,-0.627136
-1.0000,-0.5000,1.0000,20.0000,-30.0000,-2.659230,-0.949803
-1.0000,-0.5000,1.0000,20.0000,-20.0000,-0.694248,-0.709197
-1.0000,-0.5000,1.0000,20.0000,-10.0000,1.100201,-0.396082
-1.0000,-0.5000,1.0000,20.0000,0.0000,1.724230,-0.238784
-1.0000,-0.5000,1.0000,20.0000,10.0000,1.901973,-0.239543
-1.0000,-0.5000,1.0000,20.0000,20.0000,2.279974,-0.338010
-1.0000,-0.5000,1.0000,20.0000,30.0000,3.129734,-0.480929
-1.0000,-0.5000,1.0000,30.0000,-30.0000,-2.588223,-0.828609
-1.0000,-0.5000,1.0000,30.0000,-20.0000,-0.152221,-0.611731
-1.0000,-0.5000,1.0000,30.0000,-10.0000,1.810511,-0.388812
-1.0000,-0.5000,1.0000,30.0000,0.0000,2.529222,-0.253743
-1.0000,-0.5000,1.0000,30.0000,10.0000,2.733685,-0.230844
-1.0000,-0.5000,1.0000,30.0000,20.0000,3.145223,-0.288366
-1.0000,-0.5000,1.0000,30.0000,30.0000,3.858546,-0.396450
-1.0000,-0.5000,1.0000,35.0000,-30.0000,-1.975933,-0.730976
-1.0000,-0.5000,1.0000,35.0000,-20.0000,0.290159,-0.566190
-1.0000,-0.5000,1.0000,35.0000,-10.0000,2.286763,-0.391141
-1.0000,-0.5000,1.0000,35.0000,0.0000,3.075015,-0.272903
-1.0000,-0.5000,1.0000,35.0000,10.0000,3.332645,-0.242464
-1.0000,-0.5000,1.0000,35.0000,20.0000,3.695408,-0.281574
-1.0000,-0.5000,1.0000,35.0000,30.0000,4.314328,-0.369530
-1.0000,0.0000,-1.0000,-35.0000,-30.0000,2.278905,0.650372
-1.0000,0.0000,-1.0000,-35.0000,-20.0000,0.482536,0.564475
-1.0000,0.0000,-1.0000,-35.0000,-10.0000,-1.353615,0.436989
-1.0000,0.0000,-1.0000,-35.0000,0.0000,-2.397747,0.320836
-1.0000,0.0000,-1.0000,-35.0000,10.0000,-2.766125,0.272097
-1.0000,0.0000,-1.0000,-35.0000,20.0000,-3.176677,0.287783
-1.0000,0.0000,-1.0000,-35.0000,30.0000,-3.818758,0.347397
-1.0000,0.0000,-1.0000,-30.0000,-30.0000,2.910488,0.722460
-1.0000,0.0000,-1.0000,-30.0000,-20.0000,0.968623,0.603551
-1.0000,0.0000,-1.0000,-30.0000,-10.0000,-0.885279,0.433760
-1.0000,0.0000,-1.0000,-30.0000,0.0000,-1.834947,0.294391
-1.0000,0.0000,-1.0000,-30.0000,10.0000,-2.107256,0.252548
-1.0000,0.0000,-1.0000,-30.0000,20.0000,-2.543308,0.283185
-1.0000,0.0000,-1.0000,-30.0000,30.0000,-3.289095,0.362830
-1.0000,0.0000,-1.0000,-20.0000,-30.0000,3.606678,0.897224
-1.0000,0.0000,-1.0000,-20.0000,-20.0000,1.767882,0.736009
-1.0000,0.0000,-1.0000,-20.0000,-10.0000,-0.045351,0.449239
-1.0000,0.0000,-1.0000,-20.0000,0.0000,-0.815398,0.271581
-1.0000,0.0000,-1.0000,-20.0000,10.0000,-1.019425,0.244996
-1.0000,0.0000,-1.0000,-20.0000,20.0000,-1.467917,0.301474
-1.0000,0.0000,-1.0000,-20.0000,30.0000,-2.389429,0.416748
-1.0000,0.0000,-1.0000,-10.0000,-30.0000,3.260116,0.943936
-1.0000,0.0000,-1.0000,-10.0000,-20.0000,1.852141,0.732937
-1.0000,0.0000,-1.0000,-10.0000,-10.0000,0.187749,0.438525
-1.0000,0.0000,-1.0000,-10.0000,0.0000,-0.324385,0.290321
-1.0000,0.0000,-1.0000,-10.0000,10.0000,-0.612130,0.306023
-1.0000,0.0000,-1.0000,-10.0000,20.0000,-1.042412,0.408642
-1.0000,0.0000,-1.0000,-10.0000,30.0000,-1.881147,0.524246
-1.0000,0.0000,-1.0000,0.0000,-30.0000,2.896128,0.870103
-1.0000,0.0000,-1.0000,0.0000,-20.0000,1.816222,0.723367
-1.0000,0.0000,-1.0000,0.0000,-10.0000,0.557920,0.560831
