v_init,throttle,steer,pitch,roll,a_measured,omega_z_measured
-4.0000,-1.0000,0.0000,10.0000,-20.0000,0.161548,-0.023324
-4.0000,-1.0000,0.0000,10.0000,-10.0000,0.189201,-0.005587
-4.0000,-1.0000,0.0000,10.0000,0.0000,0.192819,0.000000
-4.0000,-1.0000,0.0000,10.0000,10.0000,0.189202,0.005587
-4.0000,-1.0000,0.0000,10.0000,20.0000,0.161548,0.023324
-4.0000,-1.0000,0.0000,10.0000,30.0000,0.067290,0.049966
-4.0000,-1.0000,0.0000,20.0000,-30.0000,0.167436,-0.111723
-4.0000,-1.0000,0.0000,20.0000,-20.0000,0.354012,-0.059872
-4.0000,-1.0000,0.0000,20.0000,-10.0000,0.487924,-0.008779
-4.0000,-1.0000,0.0000,20.0000,0.0000,0.480152,0.000000
-4.0000,-1.0000,0.0000,20.0000,10.0000,0.487925,0.008779
-4.0000,-1.0000,0.0000,20.0000,20.0000,0.354012,0.059872
-4.0000,-1.0000,0.0000,20.0000,30.0000,0.167436,0.111723
-4.0000,-1.0000,0.0000,30.0000,-30.0000,0.584216,-0.122760
-4.0000,-1.0000,0.0000,30.0000,-20.0000,0.799389,-0.098820
-4.0000,-1.0000,0.0000,30.0000,-10.0000,1.068912,-0.011984
-4.0000,-1.0000,0.0000,30.0000,0.0000,1.166234,0.000000
-4.0000,-1.0000,0.0000,30.0000,10.0000,1.076827,0.012002
-4.0000,-1.0000,0.0000,30.0000,20.0000,0.795331,0.098875
-4.0000,-1.0000,0.0000,30.0000,30.0000,0.584771,0.122766
-4.0000,-1.0000,0.0000,35.0000,-30.0000,1.737278,-0.065215
-4.0000,-1.0000,0.0000,35.0000,-20.0000,1.603512,-0.098185
-4.0000,-1.0000,0.0000,35.0000,-10.0000,1.634257,-0.009673
-4.0000,-1.0000,0.0000,35.0000,0.0000,1.671190,-0.000019
